date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
2020-09-25,Zimbabwe,35.0,0.0,7787.0,227.0,140.0,3.0,308.0,3.0
2020-09-26,Zimbabwe,16.0,0.0,7803.0,227.0,131.0,2.0,295.0,3.0
2020-09-27,Zimbabwe,9.0,0.0,7812.0,227.0,129.0,2.0,286.0,3.0
2020-09-28,Zimbabwe,4.0,1.0,7816.0,228.0,133.0,3.0,285.0,4.0
2020-09-29,Zimbabwe,21.0,0.0,7837.0,228.0,126.0,2.0,261.0,4.0
2020-09-30,Zimbabwe,1.0,0.0,7838.0,228.0,113.0,1.0,240.0,4.0
2020-10-01,Zimbabwe,12.0,0.0,7850.0,228.0,98.0,1.0,217.0,4.0
2020-10-02,Zimbabwe,8.0,0.0,7858.0,228.0,71.0,1.0,211.0,4.0
2020-10-03,Zimbabwe,27.0,0.0,7885.0,228.0,82.0,1.0,213.0,3.0
2020-10-04,Zimbabwe,3.0,0.0,7888.0,228.0,76.0,1.0,205.0,3.0
2020-10-05,Zimbabwe,10.0,0.0,7898.0,228.0,82.0,0.0,215.0,3.0
2020-10-06,Zimbabwe,17.0,1.0,7915.0,229.0,78.0,1.0,204.0,3.0
2020-10-07,Zimbabwe,4.0,0.0,7919.0,229.0,81.0,1.0,194.0,2.0
2020-10-08,Zimbabwe,32.0,0.0,7951.0,229.0,101.0,1.0,199.0,2.0
2020-10-09,Zimbabwe,43.0,0.0,7994.0,229.0,136.0,1.0,207.0,2.0
2020-10-10,Zimbabwe,16.0,1.0,8010.0,230.0,125.0,2.0,207.0,3.0
2020-10-11,Zimbabwe,1.0,0.0,8011.0,230.0,123.0,2.0,199.0,3.0
2020-10-12,Zimbabwe,10.0,0.0,8021.0,230.0,123.0,2.0,205.0,2.0
2020-10-13,Zimbabwe,15.0,0.0,8036.0,230.0,121.0,1.0,199.0,2.0
2020-10-14,Zimbabwe,19.0,1.0,8055.0,231.0,136.0,2.0,217.0,3.0
2020-10-15,Zimbabwe,20.0,0.0,8075.0,231.0,124.0,2.0,225.0,3.0
2020-10-16,Zimbabwe,24.0,0.0,8099.0,231.0,105.0,2.0,241.0,3.0
2020-10-17,Zimbabwe,11.0,0.0,8110.0,231.0,100.0,1.0,225.0,3.0
2020-10-18,Zimbabwe,37.0,0.0,8147.0,231.0,136.0,1.0,259.0,3.0
2020-10-19,Zimbabwe,12.0,1.0,8159.0,232.0,138.0,2.0,261.0,4.0
2020-10-20,Zimbabwe,28.0,1.0,8187.0,233.0,151.0,3.0,272.0,4.0
2020-10-21,Zimbabwe,28.0,3.0,8215.0,236.0,160.0,5.0,296.0,7.0
2020-10-22,Zimbabwe,27.0,0.0,8242.0,236.0,167.0,5.0,291.0,7.0
2020-10-23,Zimbabwe,15.0,0.0,8257.0,236.0,158.0,5.0,263.0,7.0
2020-10-24,Zimbabwe,12.0,0.0,8269.0,236.0,159.0,5.0,259.0,6.0
2020-10-25,Zimbabwe,7.0,1.0,8276.0,237.0,129.0,6.0,265.0,7.0
2020-10-26,Zimbabwe,27.0,5.0,8303.0,242.0,144.0,10.0,282.0,12.0
2020-10-27,Zimbabwe,12.0,0.0,8315.0,242.0,128.0,9.0,279.0,12.0
2020-10-28,Zimbabwe,5.0,0.0,8320.0,242.0,105.0,6.0,265.0,11.0
2020-10-29,Zimbabwe,29.0,0.0,8349.0,242.0,107.0,6.0,274.0,11.0
2020-10-30,Zimbabwe,13.0,0.0,8362.0,242.0,105.0,6.0,263.0,11.0
2020-10-31,Zimbabwe,5.0,1.0,8367.0,243.0,98.0,7.0,257.0,12.0
2020-11-01,Zimbabwe,7.0,0.0,8374.0,243.0,98.0,6.0,227.0,12.0
2020-11-02,Zimbabwe,15.0,2.0,8389.0,245.0,86.0,3.0,230.0,13.0
2020-11-03,Zimbabwe,21.0,1.0,8410.0,246.0,95.0,4.0,223.0,13.0
2020-11-04,Zimbabwe,17.0,2.0,8427.0,248.0,107.0,6.0,212.0,12.0
2020-11-05,Zimbabwe,17.0,0.0,8444.0,248.0,95.0,6.0,202.0,12.0
2020-11-06,Zimbabwe,27.0,2.0,8471.0,250.0,109.0,8.0,214.0,14.0
2020-11-07,Zimbabwe,27.0,1.0,8498.0,251.0,131.0,8.0,229.0,15.0
2020-11-08,Zimbabwe,33.0,2.0,8531.0,253.0,157.0,10.0,255.0,16.0
2020-11-09,Zimbabwe,30.0,1.0,8561.0,254.0,172.0,9.0,258.0,12.0
2020-11-10,Zimbabwe,49.0,1.0,8610.0,255.0,200.0,9.0,295.0,13.0
2020-11-11,Zimbabwe,57.0,0.0,8667.0,255.0,240.0,7.0,347.0,13.0
2020-11-12,Zimbabwe,29.0,0.0,8696.0,255.0,252.0,7.0,347.0,13.0
2020-11-13,Zimbabwe,69.0,2.0,8765.0,257.0,294.0,7.0,403.0,15.0
2020-11-14,Zimbabwe,21.0,0.0,8786.0,257.0,288.0,6.0,419.0,14.0
2020-11-15,Zimbabwe,43.0,0.0,8829.0,257.0,298.0,4.0,455.0,14.0
2020-11-16,Zimbabwe,68.0,0.0,8897.0,257.0,336.0,3.0,508.0,12.0
2020-11-17,Zimbabwe,48.0,3.0,8945.0,260.0,335.0,5.0,535.0,14.0
2020-11-18,Zimbabwe,36.0,1.0,8981.0,261.0,314.0,6.0,554.0,13.0
2020-11-19,Zimbabwe,65.0,4.0,9046.0,265.0,350.0,10.0,602.0,17.0
2020-11-20,Zimbabwe,74.0,0.0,9120.0,265.0,355.0,8.0,649.0,15.0
2020-11-21,Zimbabwe,52.0,0.0,9172.0,265.0,386.0,8.0,674.0,14.0
2020-11-22,Zimbabwe,48.0,3.0,9220.0,268.0,391.0,11.0,689.0,15.0
2020-11-23,Zimbabwe,88.0,5.0,9308.0,273.0,411.0,16.0,747.0,19.0
2020-11-24,Zimbabwe,90.0,1.0,9398.0,274.0,453.0,14.0,788.0,19.0
2020-11-25,Zimbabwe,110.0,0.0,9508.0,274.0,527.0,13.0,841.0,19.0
2020-11-26,Zimbabwe,115.0,0.0,9623.0,274.0,577.0,9.0,927.0,19.0
2020-11-27,Zimbabwe,91.0,1.0,9714.0,275.0,594.0,10.0,949.0,18.0
2020-11-28,Zimbabwe,108.0,0.0,9822.0,275.0,650.0,10.0,1036.0,18.0
2020-11-29,Zimbabwe,0.0,0.0,9822.0,275.0,602.0,7.0,993.0,18.0
2020-11-30,Zimbabwe,128.0,1.0,9950.0,276.0,642.0,3.0,1053.0,19.0
2020-12-01,Zimbabwe,179.0,1.0,10129.0,277.0,731.0,3.0,1184.0,17.0
2020-12-02,Zimbabwe,0.0,0.0,10129.0,277.0,621.0,3.0,1148.0,16.0
2020-12-03,Zimbabwe,295.0,3.0,10424.0,280.0,801.0,6.0,1378.0,15.0
2020-12-04,Zimbabwe,123.0,1.0,10547.0,281.0,833.0,6.0,1427.0,16.0
2020-12-05,Zimbabwe,70.0,10.0,10617.0,291.0,795.0,16.0,1445.0,26.0
2020-12-06,Zimbabwe,101.0,0.0,10718.0,291.0,896.0,16.0,1498.0,23.0
2020-12-07,Zimbabwe,121.0,3.0,10839.0,294.0,889.0,18.0,1531.0,21.0
2020-12-08,Zimbabwe,73.0,9.0,10912.0,303.0,783.0,26.0,1514.0,29.0
2020-12-09,Zimbabwe,95.0,1.0,11007.0,304.0,878.0,27.0,1499.0,30.0
2020-12-10,Zimbabwe,74.0,1.0,11081.0,305.0,657.0,25.0,1458.0,31.0
2020-12-11,Zimbabwe,81.0,1.0,11162.0,306.0,615.0,25.0,1448.0,31.0
2020-12-12,Zimbabwe,57.0,1.0,11219.0,307.0,602.0,16.0,1397.0,32.0
2020-12-13,Zimbabwe,27.0,0.0,11246.0,307.0,528.0,16.0,1424.0,32.0
2020-12-14,Zimbabwe,112.0,2.0,11358.0,309.0,519.0,15.0,1408.0,33.0
2020-12-15,Zimbabwe,164.0,1.0,11522.0,310.0,610.0,7.0,1393.0,33.0
2020-12-16,Zimbabwe,227.0,3.0,11749.0,313.0,742.0,9.0,1620.0,36.0
2020-12-17,Zimbabwe,117.0,1.0,11866.0,314.0,785.0,9.0,1442.0,34.0
2020-12-18,Zimbabwe,181.0,2.0,12047.0,316.0,885.0,10.0,1500.0,35.0
2020-12-19,Zimbabwe,104.0,2.0,12151.0,318.0,932.0,11.0,1534.0,27.0
2020-12-20,Zimbabwe,174.0,2.0,12325.0,320.0,1079.0,13.0,1607.0,29.0
2020-12-21,Zimbabwe,97.0,2.0,12422.0,322.0,1064.0,13.0,1583.0,28.0
2020-12-22,Zimbabwe,122.0,4.0,12544.0,326.0,1022.0,16.0,1632.0,23.0
2020-12-23,Zimbabwe,112.0,4.0,12656.0,330.0,907.0,17.0,1649.0,26.0
2020-12-24,Zimbabwe,130.0,9.0,12786.0,339.0,920.0,25.0,1705.0,34.0
2020-12-25,Zimbabwe,94.0,2.0,12880.0,341.0,833.0,25.0,1718.0,35.0
2020-12-26,Zimbabwe,83.0,0.0,12963.0,341.0,812.0,23.0,1744.0,34.0
2020-12-27,Zimbabwe,114.0,8.0,13077.0,349.0,752.0,29.0,1831.0,42.0
2020-12-28,Zimbabwe,71.0,5.0,13148.0,354.0,726.0,32.0,1790.0,45.0
2020-12-29,Zimbabwe,177.0,5.0,13325.0,359.0,781.0,33.0,1803.0,49.0
2020-12-30,Zimbabwe,300.0,1.0,13625.0,360.0,969.0,30.0,1876.0,47.0
2020-12-31,Zimbabwe,242.0,3.0,13867.0,363.0,1081.0,24.0,2001.0,49.0
2021-01-01,Zimbabwe,217.0,6.0,14084.0,369.0,1204.0,28.0,2037.0,53.0
2021-01-02,Zimbabwe,407.0,8.0,14491.0,377.0,1528.0,36.0,2340.0,59.0
2021-01-03,Zimbabwe,774.0,3.0,15265.0,380.0,2188.0,31.0,2940.0,60.0
2021-01-04,Zimbabwe,564.0,4.0,15829.0,384.0,2681.0,30.0,3407.0,62.0
2021-01-05,Zimbabwe,1365.0,34.0,17194.0,418.0,3869.0,59.0,4650.0,92.0
2021-01-06,Zimbabwe,610.0,13.0,17804.0,431.0,4179.0,71.0,5148.0,101.0
2021-01-07,Zimbabwe,871.0,15.0,18675.0,446.0,4808.0,83.0,5889.0,107.0
2021-01-08,Zimbabwe,985.0,22.0,19660.0,468.0,5576.0,99.0,6780.0,127.0
2021-01-09,Zimbabwe,839.0,15.0,20499.0,483.0,6008.0,106.0,7536.0,142.0
2021-01-10,Zimbabwe,978.0,24.0,21477.0,507.0,6212.0,127.0,8400.0,158.0
2021-01-11,Zimbabwe,820.0,21.0,22297.0,528.0,6468.0,144.0,9149.0,174.0
2021-01-12,Zimbabwe,942.0,23.0,23239.0,551.0,6045.0,133.0,9914.0,192.0
2021-01-13,Zimbabwe,1017.0,38.0,24256.0,589.0,6452.0,158.0,10631.0,229.0
2021-01-14,Zimbabwe,1112.0,47.0,25368.0,636.0,6693.0,190.0,11501.0,273.0
2021-01-15,Zimbabwe,741.0,30.0,26109.0,666.0,6449.0,198.0,12025.0,297.0
2021-01-16,Zimbabwe,772.0,17.0,26881.0,683.0,6382.0,200.0,12390.0,306.0
2021-01-17,Zimbabwe,322.0,30.0,27203.0,713.0,5726.0,206.0,11938.0,333.0
2021-01-18,Zimbabwe,689.0,60.0,27892.0,773.0,5595.0,245.0,12063.0,389.0
2021-01-19,Zimbabwe,783.0,52.0,28675.0,825.0,5436.0,274.0,11481.0,407.0
2021-01-20,Zimbabwe,733.0,54.0,29408.0,879.0,5152.0,290.0,11604.0,448.0
2021-01-21,Zimbabwe,639.0,38.0,30047.0,917.0,4679.0,281.0,11372.0,471.0
2021-01-22,Zimbabwe,476.0,45.0,30523.0,962.0,4414.0,296.0,10863.0,494.0
2021-01-23,Zimbabwe,484.0,12.0,31007.0,974.0,4126.0,291.0,10508.0,491.0
2021-01-24,Zimbabwe,313.0,31.0,31320.0,1005.0,4117.0,292.0,9843.0,498.0
2021-01-25,Zimbabwe,326.0,70.0,31646.0,1075.0,3754.0,302.0,9349.0,547.0
2021-01-26,Zimbabwe,358.0,28.0,32004.0,1103.0,3329.0,278.0,8765.0,552.0
2021-01-27,Zimbabwe,300.0,19.0,32304.0,1122.0,2896.0,243.0,8048.0,533.0
2021-01-28,Zimbabwe,342.0,38.0,32646.0,1160.0,2599.0,243.0,7278.0,524.0
2021-01-29,Zimbabwe,306.0,18.0,32952.0,1178.0,2429.0,216.0,6843.0,512.0
2021-01-30,Zimbabwe,321.0,15.0,33273.0,1193.0,2266.0,219.0,6392.0,510.0
2021-01-31,Zimbabwe,115.0,24.0,33388.0,1217.0,2068.0,212.0,6185.0,504.0
2021-02-01,Zimbabwe,160.0,17.0,33548.0,1234.0,1902.0,159.0,5656.0,461.0
2021-02-02,Zimbabwe,266.0,20.0,33814.0,1254.0,1810.0,151.0,5139.0,429.0
2021-02-03,Zimbabwe,150.0,15.0,33964.0,1269.0,1660.0,147.0,4556.0,390.0
2021-02-04,Zimbabwe,207.0,19.0,34171.0,1288.0,1525.0,128.0,4124.0,371.0
2021-02-05,Zimbabwe,160.0,15.0,34331.0,1303.0,1379.0,125.0,3808.0,341.0
2021-02-06,Zimbabwe,156.0,13.0,34487.0,1316.0,1214.0,123.0,3480.0,342.0
2021-02-07,Zimbabwe,65.0,10.0,34552.0,1326.0,1164.0,109.0,3232.0,321.0
2021-02-08,Zimbabwe,106.0,13.0,34658.0,1339.0,1110.0,105.0,3012.0,264.0
2021-02-09,Zimbabwe,123.0,14.0,34781.0,1353.0,967.0,99.0,2777.0,250.0
2021-02-10,Zimbabwe,83.0,11.0,34864.0,1364.0,900.0,95.0,2560.0,242.0
2021-02-11,Zimbabwe,0.0,0.0,34864.0,1364.0,693.0,76.0,2218.0,204.0
2021-02-12,Zimbabwe,181.0,29.0,35045.0,1393.0,714.0,90.0,2093.0,215.0
2021-02-13,Zimbabwe,59.0,5.0,35104.0,1398.0,617.0,82.0,1831.0,205.0
2021-02-14,Zimbabwe,68.0,2.0,35172.0,1400.0,620.0,74.0,1784.0,183.0
2021-02-15,Zimbabwe,50.0,10.0,35222.0,1410.0,564.0,71.0,1674.0,176.0
2021-02-16,Zimbabwe,93.0,4.0,35315.0,1414.0,534.0,61.0,1501.0,160.0
2021-02-17,Zimbabwe,108.0,4.0,35423.0,1418.0,559.0,54.0,1459.0,149.0
2021-02-18,Zimbabwe,120.0,2.0,35543.0,1420.0,679.0,56.0,1372.0,132.0
2021-02-19,Zimbabwe,167.0,10.0,35710.0,1430.0,665.0,37.0,1379.0,127.0
2021-02-20,Zimbabwe,58.0,2.0,35768.0,1432.0,664.0,34.0,1281.0,116.0
2021-02-21,Zimbabwe,28.0,4.0,35796.0,1436.0,624.0,36.0,1244.0,110.0
2021-02-22,Zimbabwe,66.0,5.0,35862.0,1441.0,640.0,31.0,1204.0,102.0
2021-02-23,Zimbabwe,48.0,7.0,35910.0,1448.0,595.0,34.0,1129.0,95.0
2021-02-24,Zimbabwe,50.0,8.0,35960.0,1456.0,537.0,38.0,1096.0,92.0
2021-02-25,Zimbabwe,34.0,2.0,35994.0,1458.0,451.0,38.0,1130.0,94.0
2021-02-26,Zimbabwe,50.0,5.0,36044.0,1463.0,334.0,33.0,999.0,70.0
2021-02-27,Zimbabwe,14.0,0.0,36058.0,1463.0,290.0,31.0,954.0,65.0
2021-02-28,Zimbabwe,31.0,0.0,36089.0,1463.0,293.0,27.0,917.0,63.0
2021-03-01,Zimbabwe,26.0,5.0,36115.0,1468.0,253.0,27.0,893.0,58.0
2021-03-02,Zimbabwe,33.0,4.0,36148.0,1472.0,238.0,24.0,833.0,58.0
2021-03-03,Zimbabwe,31.0,6.0,36179.0,1478.0,219.0,22.0,756.0,60.0
2021-03-04,Zimbabwe,44.0,5.0,36223.0,1483.0,229.0,25.0,680.0,63.0
2021-03-05,Zimbabwe,25.0,1.0,36248.0,1484.0,204.0,21.0,538.0,54.0
2021-03-06,Zimbabwe,12.0,1.0,36260.0,1485.0,202.0,22.0,492.0,53.0
2021-03-07,Zimbabwe,11.0,0.0,36271.0,1485.0,182.0,22.0,475.0,49.0
2021-03-08,Zimbabwe,18.0,2.0,36289.0,1487.0,174.0,19.0,427.0,46.0
2021-03-09,Zimbabwe,32.0,2.0,36321.0,1489.0,173.0,17.0,411.0,41.0
2021-03-10,Zimbabwe,20.0,0.0,36341.0,1489.0,162.0,11.0,381.0,33.0
2021-03-11,Zimbabwe,36.0,3.0,36377.0,1492.0,154.0,9.0,383.0,34.0
2021-03-12,Zimbabwe,46.0,4.0,36423.0,1496.0,175.0,12.0,379.0,33.0
2021-03-13,Zimbabwe,48.0,5.0,36471.0,1501.0,211.0,16.0,413.0,38.0
2021-03-14,Zimbabwe,13.0,2.0,36484.0,1503.0,213.0,18.0,395.0,40.0
2021-03-15,Zimbabwe,20.0,1.0,36504.0,1504.0,215.0,17.0,389.0,36.0
2021-03-16,Zimbabwe,31.0,3.0,36535.0,1507.0,214.0,18.0,387.0,35.0
2021-03-17,Zimbabwe,17.0,1.0,36552.0,1508.0,211.0,19.0,373.0,30.0
2021-03-18,Zimbabwe,59.0,1.0,36611.0,1509.0,234.0,17.0,388.0,26.0
2021-03-19,Zimbabwe,41.0,1.0,36652.0,1510.0,229.0,14.0,404.0,26.0
2021-03-20,Zimbabwe,10.0,0.0,36662.0,1510.0,191.0,9.0,402.0,25.0
2021-03-21,Zimbabwe,3.0,2.0,36665.0,1512.0,181.0,9.0,394.0,27.0
2021-03-22,Zimbabwe,19.0,2.0,36684.0,1514.0,180.0,10.0,395.0,27.0
2021-03-23,Zimbabwe,33.0,2.0,36717.0,1516.0,182.0,9.0,396.0,27.0
2021-03-24,Zimbabwe,32.0,0.0,36749.0,1516.0,197.0,8.0,408.0,27.0
2021-03-25,Zimbabwe,29.0,2.0,36778.0,1518.0,167.0,9.0,401.0,26.0
2021-03-26,Zimbabwe,27.0,0.0,36805.0,1518.0,153.0,8.0,382.0,22.0
2021-03-27,Zimbabwe,13.0,1.0,36818.0,1519.0,156.0,9.0,347.0,18.0
2021-03-28,Zimbabwe,4.0,1.0,36822.0,1520.0,157.0,8.0,338.0,17.0
2021-03-29,Zimbabwe,17.0,0.0,36839.0,1520.0,155.0,6.0,335.0,16.0
2021-03-30,Zimbabwe,0.0,0.0,36839.0,1520.0,122.0,4.0,304.0,13.0
2021-03-31,Zimbabwe,43.0,3.0,36882.0,1523.0,133.0,7.0,330.0,15.0
2021-04-01,Zimbabwe,14.0,0.0,36896.0,1523.0,118.0,5.0,285.0,14.0
2021-04-02,Zimbabwe,7.0,1.0,36903.0,1524.0,98.0,6.0,251.0,14.0
2021-04-03,Zimbabwe,8.0,0.0,36911.0,1524.0,93.0,5.0,249.0,14.0
2021-04-04,Zimbabwe,12.0,1.0,36923.0,1525.0,101.0,5.0,258.0,13.0
2021-04-05,Zimbabwe,11.0,0.0,36934.0,1525.0,95.0,5.0,250.0,11.0
2021-04-06,Zimbabwe,32.0,6.0,36966.0,1531.0,127.0,11.0,249.0,15.0
2021-04-07,Zimbabwe,18.0,0.0,36984.0,1531.0,102.0,8.0,235.0,15.0
2021-04-08,Zimbabwe,68.0,1.0,37052.0,1532.0,156.0,9.0,274.0,14.0
2021-04-09,Zimbabwe,95.0,3.0,37147.0,1535.0,244.0,11.0,342.0,17.0
2021-04-10,Zimbabwe,126.0,3.0,37273.0,1538.0,362.0,14.0,455.0,19.0
2021-04-11,Zimbabwe,15.0,0.0,37288.0,1538.0,365.0,13.0,466.0,18.0
2021-04-12,Zimbabwe,19.0,4.0,37307.0,1542.0,373.0,17.0,468.0,22.0
2021-04-13,Zimbabwe,23.0,1.0,37330.0,1543.0,364.0,12.0,491.0,23.0
2021-04-14,Zimbabwe,39.0,5.0,37369.0,1548.0,385.0,17.0,487.0,25.0
2021-04-15,Zimbabwe,53.0,2.0,37422.0,1550.0,370.0,18.0,526.0,27.0
2021-04-16,Zimbabwe,112.0,1.0,37534.0,1551.0,387.0,16.0,631.0,27.0
2021-04-17,Zimbabwe,165.0,1.0,37699.0,1552.0,426.0,14.0,788.0,28.0
2021-04-18,Zimbabwe,52.0,1.0,37751.0,1553.0,463.0,15.0,828.0,28.0
2021-04-19,Zimbabwe,108.0,0.0,37859.0,1553.0,552.0,11.0,925.0,28.0
2021-04-20,Zimbabwe,16.0,1.0,37875.0,1554.0,545.0,11.0,909.0,23.0
2021-04-21,Zimbabwe,105.0,1.0,37980.0,1555.0,611.0,7.0,996.0,24.0
2021-04-22,Zimbabwe,38.0,0.0,38018.0,1555.0,596.0,5.0,966.0,23.0
2021-04-23,Zimbabwe,27.0,1.0,38045.0,1556.0,511.0,5.0,898.0,21.0
2021-04-24,Zimbabwe,19.0,0.0,38064.0,1556.0,365.0,4.0,791.0,18.0
2021-04-25,Zimbabwe,22.0,1.0,38086.0,1557.0,335.0,4.0,798.0,19.0
2021-04-26,Zimbabwe,16.0,3.0,38102.0,1560.0,243.0,7.0,795.0,18.0
2021-04-27,Zimbabwe,62.0,5.0,38164.0,1565.0,289.0,11.0,834.0,22.0
2021-04-28,Zimbabwe,27.0,0.0,38191.0,1565.0,211.0,10.0,822.0,17.0
2021-04-29,Zimbabwe,44.0,2.0,38235.0,1567.0,217.0,12.0,813.0,17.0
2021-04-30,Zimbabwe,22.0,0.0,38257.0,1567.0,212.0,11.0,723.0,16.0
2021-05-01,Zimbabwe,3.0,1.0,38260.0,1568.0,196.0,12.0,561.0,16.0
2021-05-02,Zimbabwe,21.0,2.0,38281.0,1570.0,195.0,13.0,530.0,17.0
2021-05-03,Zimbabwe,12.0,3.0,38293.0,1573.0,191.0,13.0,434.0,20.0
2021-05-04,Zimbabwe,34.0,1.0,38327.0,1574.0,163.0,9.0,452.0,20.0
2021-05-05,Zimbabwe,30.0,0.0,38357.0,1574.0,166.0,9.0,377.0,19.0
2021-05-06,Zimbabwe,41.0,1.0,38398.0,1575.0,163.0,8.0,380.0,20.0
2021-05-07,Zimbabwe,5.0,1.0,38403.0,1576.0,146.0,9.0,358.0,20.0
2021-05-08,Zimbabwe,11.0,0.0,38414.0,1576.0,154.0,8.0,350.0,20.0
2021-05-09,Zimbabwe,5.0,0.0,38419.0,1576.0,138.0,6.0,333.0,19.0
2021-05-10,Zimbabwe,14.0,0.0,38433.0,1576.0,140.0,3.0,331.0,16.0
2021-05-11,Zimbabwe,15.0,3.0,38448.0,1579.0,121.0,5.0,284.0,14.0
2021-05-12,Zimbabwe,18.0,0.0,38466.0,1579.0,109.0,5.0,275.0,14.0
2021-05-13,Zimbabwe,25.0,3.0,38491.0,1582.0,93.0,7.0,256.0,15.0
2021-05-14,Zimbabwe,44.0,0.0,38535.0,1582.0,132.0,6.0,278.0,15.0
2021-05-15,Zimbabwe,19.0,0.0,38554.0,1582.0,140.0,6.0,294.0,14.0
2021-05-16,Zimbabwe,6.0,0.0,38560.0,1582.0,141.0,6.0,279.0,12.0
2021-05-17,Zimbabwe,12.0,0.0,38572.0,1582.0,139.0,6.0,279.0,9.0
2021-05-18,Zimbabwe,23.0,1.0,38595.0,1583.0,147.0,4.0,268.0,9.0
2021-05-19,Zimbabwe,17.0,0.0,38612.0,1583.0,146.0,4.0,255.0,9.0
2021-05-20,Zimbabwe,23.0,2.0,38635.0,1585.0,144.0,3.0,237.0,10.0
2021-05-21,Zimbabwe,29.0,1.0,38664.0,1586.0,129.0,4.0,261.0,10.0
2021-05-22,Zimbabwe,15.0,0.0,38679.0,1586.0,125.0,4.0,265.0,10.0
2021-05-23,Zimbabwe,3.0,0.0,38682.0,1586.0,122.0,4.0,263.0,10.0
2021-05-24,Zimbabwe,14.0,0.0,38696.0,1586.0,124.0,4.0,263.0,10.0
2021-05-25,Zimbabwe,10.0,1.0,38706.0,1587.0,111.0,4.0,258.0,8.0
2021-05-26,Zimbabwe,113.0,2.0,38819.0,1589.0,207.0,6.0,353.0,10.0
2021-05-27,Zimbabwe,35.0,3.0,38854.0,1592.0,219.0,7.0,363.0,10.0
2021-05-28,Zimbabwe,64.0,0.0,38918.0,1592.0,254.0,6.0,383.0,10.0
2021-05-29,Zimbabwe,15.0,2.0,38933.0,1594.0,254.0,8.0,379.0,12.0
2021-05-30,Zimbabwe,11.0,0.0,38944.0,1594.0,262.0,8.0,384.0,12.0
2021-05-31,Zimbabwe,17.0,0.0,38961.0,1594.0,265.0,8.0,389.0,12.0
2021-06-01,Zimbabwe,37.0,5.0,38998.0,1599.0,292.0,12.0,403.0,16.0
2021-06-02,Zimbabwe,33.0,0.0,39031.0,1599.0,212.0,10.0,419.0,16.0
2021-06-03,Zimbabwe,61.0,5.0,39092.0,1604.0,238.0,12.0,457.0,19.0
2021-06-04,Zimbabwe,52.0,1.0,39144.0,1605.0,226.0,13.0,480.0,19.0
2021-06-05,Zimbabwe,24.0,0.0,39168.0,1605.0,235.0,11.0,489.0,19.0
2021-06-06,Zimbabwe,21.0,1.0,39189.0,1606.0,245.0,12.0,507.0,20.0
2021-06-07,Zimbabwe,49.0,5.0,39238.0,1611.0,277.0,17.0,542.0,25.0
2021-06-08,Zimbabwe,83.0,6.0,39321.0,1617.0,323.0,18.0,615.0,30.0
2021-06-09,Zimbabwe,111.0,5.0,39432.0,1622.0,401.0,23.0,613.0,33.0
2021-06-10,Zimbabwe,64.0,4.0,39496.0,1626.0,404.0,22.0,642.0,34.0
2021-06-11,Zimbabwe,192.0,3.0,39688.0,1629.0,544.0,24.0,770.0,37.0
2021-06-12,Zimbabwe,164.0,3.0,39852.0,1632.0,684.0,27.0,919.0,38.0
2021-06-13,Zimbabwe,107.0,0.0,39959.0,1632.0,770.0,26.0,1015.0,38.0
2021-06-14,Zimbabwe,118.0,3.0,40077.0,1635.0,839.0,24.0,1116.0,41.0
2021-06-15,Zimbabwe,241.0,2.0,40318.0,1637.0,997.0,20.0,1320.0,38.0
2021-06-16,Zimbabwe,238.0,3.0,40556.0,1640.0,1124.0,18.0,1525.0,41.0
2021-06-17,Zimbabwe,371.0,7.0,40927.0,1647.0,1431.0,21.0,1835.0,43.0
2021-06-18,Zimbabwe,408.0,9.0,41335.0,1656.0,1647.0,27.0,2191.0,51.0
2021-06-19,Zimbabwe,293.0,10.0,41628.0,1666.0,1776.0,34.0,2460.0,61.0
2021-06-20,Zimbabwe,151.0,6.0,41779.0,1672.0,1820.0,40.0,2590.0,66.0
2021-06-21,Zimbabwe,416.0,13.0,42195.0,1685.0,2118.0,50.0,2957.0,74.0
2021-06-22,Zimbabwe,519.0,6.0,42714.0,1691.0,2396.0,54.0,3393.0,74.0
2021-06-23,Zimbabwe,766.0,1.0,43480.0,1692.0,2924.0,52.0,4048.0,70.0
2021-06-24,Zimbabwe,826.0,17.0,44306.0,1709.0,3379.0,62.0,4810.0,83.0
2021-06-25,Zimbabwe,911.0,12.0,45217.0,1721.0,3882.0,65.0,5529.0,92.0
2021-06-26,Zimbabwe,801.0,4.0,46018.0,1725.0,4390.0,59.0,6166.0,93.0
2021-06-27,Zimbabwe,424.0,11.0,46442.0,1736.0,4663.0,64.0,6483.0,104.0
2021-06-28,Zimbabwe,842.0,13.0,47284.0,1749.0,5089.0,64.0,7207.0,114.0
2021-06-29,Zimbabwe,1249.0,12.0,48533.0,1761.0,5819.0,70.0,8215.0,124.0
2021-06-30,Zimbabwe,1331.0,28.0,49864.0,1789.0,6384.0,97.0,9308.0,149.0
2021-07-01,Zimbabwe,1357.0,19.0,51221.0,1808.0,6915.0,99.0,10294.0,161.0
2021-07-02,Zimbabwe,1442.0,33.0,52663.0,1841.0,7446.0,120.0,11328.0,185.0
2021-07-03,Zimbabwe,1002.0,18.0,53665.0,1859.0,7647.0,134.0,12037.0,193.0
2021-07-04,Zimbabwe,809.0,19.0,54474.0,1878.0,8032.0,142.0,12695.0,206.0
